clients_num,max_accuracy
2.0,0.6179310344827587
4.0,0.6413793103448275
16.0,0.6082949308755761
32.0,0.6212121212121212
64.0,0.6146788990825688
128.0,0.5806451612903226
256.0,0.6451612903225806
512.0,0.6451612903225806
1000.0,0.5990783410138248
